SnapshotMonth,Region,ProductID,OpeningStock,Received,Sold,ClosingStock,ReorderLevel
2024-06-01,North,SKU004,897,765,580,1082,248
2024-06-01,South,SKU004,1179,106,238,1047,326
2024-06-01,East,SKU004,854,429,375,908,173
2024-06-01,West,SKU004,1141,135,406,870,179
2024-06-01,Central,SKU004,310,187,669,0,176
2024-06-01,North,SKU005,1146,434,532,1048,246
2024-06-01,South,SKU005,355,351,310,396,322
2024-06-01,East,SKU005,1182,775,532,1425,282
2024-06-01,West,SKU005,357,255,896,0,308
2024-06-01,Central,SKU005,697,771,519,949,158
2024-06-01,North,SKU006,579,620,527,672,345
2024-06-01,South,SKU006,1105,401,801,705,334
2024-06-01,East,SKU006,609,799,518,890,222
2024-06-01,West,SKU006,597,212,548,261,183
2024-06-01,Central,SKU006,758,727,251,1234,275
2024-06-01,North,SKU007,1192,662,779,1075,285
2024-06-01,South,SKU007,575,389,373,591,248
2024-06-01,East,SKU007,435,114,342,207,237
2024-06-01,West,SKU007,502,676,733,445,206
2024-06-01,Central,SKU007,511,518,227,802,315
2024-06-01,North,SKU008,894,208,796,306,158
2024-06-01,South,SKU008,478,500,731,247,210
2024-06-01,East,SKU008,525,406,477,454,277
2024-06-01,West,SKU008,591,101,354,338,279
2024-06-01,Central,SKU008,256,769,741,284,206
2024-06-01,North,SKU009,964,315,317,962,199
2024-06-01,South,SKU009,878,539,263,1154,205
2024-06-01,East,SKU009,223,759,480,502,289
2024-06-01,West,SKU009,844,460,362,942,318
2024-06-01,Central,SKU009,979,631,462,1148,207
2024-06-01,North,SKU010,917,448,795,570,151
2024-06-01,South,SKU010,470,391,381,480,175
2024-06-01,East,SKU010,937,733,454,1216,259
2024-06-01,West,SKU010,992,536,447,1081,312
2024-06-01,Central,SKU010,222,290,329,183,283
2024-06-01,North,SKU011,220,212,442,0,279
2024-06-01,South,SKU011,1128,360,488,1000,331
2024-06-01,East,SKU011,732,391,887,236,249
2024-06-01,West,SKU011,278,704,447,535,321
2024-06-01,Central,SKU011,258,424,229,453,284
2024-06-01,North,SKU012,573,660,696,537,289
2024-06-01,South,SKU012,272,257,173,356,276
2024-06-01,East,SKU012,772,208,556,424,337
2024-06-01,West,SKU012,902,349,173,1078,206
2024-06-01,Central,SKU012,726,570,587,709,243
2024-06-01,North,SKU013,1067,481,325,1223,261
2024-06-01,South,SKU013,799,159,601,357,179
2024-06-01,East,SKU013,269,141,778,0,227
2024-06-01,West,SKU013,977,757,754,980,201
2024-06-01,Central,SKU013,214,465,201,478,270
2024-06-01,North,SKU014,229,628,716,141,324
2024-06-01,South,SKU014,652,427,403,676,238
2024-06-01,East,SKU014,809,481,191,1099,293
2024-06-01,West,SKU014,925,755,818,862,192
2024-06-01,Central,SKU014,567,522,628,461,202
2024-06-01,North,SKU015,299,385,619,65,188
2024-06-01,South,SKU015,767,467,675,559,195
2024-06-01,East,SKU015,761,115,730,146,255
2024-06-01,West,SKU015,307,102,883,0,325
2024-06-01,Central,SKU015,500,554,633,421,207
2024-06-01,North,SKU016,435,267,592,110,165
2024-06-01,South,SKU016,814,705,664,855,238
2024-06-01,East,SKU016,810,238,517,531,258
2024-06-01,West,SKU016,628,750,661,717,163
2024-06-01,Central,SKU016,863,718,427,1154,331
2024-06-01,North,SKU017,914,252,597,569,348
2024-06-01,South,SKU017,932,212,647,497,222
2024-06-01,East,SKU017,664,619,682,601,219
2024-06-01,West,SKU017,961,574,889,646,332
2024-06-01,Central,SKU017,807,462,624,645,280
2024-06-01,North,SKU018,409,791,573,627,182
2024-06-01,South,SKU018,905,589,476,1018,349
2024-06-01,East,SKU018,846,462,246,1062,335
2024-06-01,West,SKU018,504,151,687,0,342
2024-06-01,Central,SKU018,1128,484,531,1081,230
2024-06-01,North,SKU019,314,742,441,615,175
2024-06-01,South,SKU019,1197,130,332,995,190
2024-06-01,East,SKU019,1001,627,578,1050,248
2024-06-01,West,SKU019,1129,231,557,803,193
2024-06-01,Central,SKU019,1010,284,614,680,348
2024-06-01,North,SKU020,327,196,540,0,171
2024-06-01,South,SKU020,690,287,784,193,223
2024-06-01,East,SKU020,1142,605,684,1063,305
2024-06-01,West,SKU020,621,459,335,745,163
2024-06-01,Central,SKU020,496,173,303,366,283
2024-06-01,North,SKU021,354,734,214,874,279
2024-06-01,South,SKU021,780,491,894,377,166
2024-06-01,East,SKU021,862,562,859,565,324
2024-06-01,West,SKU021,705,796,638,863,163
2024-06-01,Central,SKU021,389,595,158,826,287
2024-06-01,North,SKU022,292,786,420,658,204
2024-06-01,South,SKU022,1175,348,449,1074,164
2024-06-01,East,SKU022,264,465,298,431,313
2024-06-01,West,SKU022,708,344,610,442,245
2024-06-01,Central,SKU022,1105,713,755,1063,337
2024-07-01,North,SKU001,607,786,673,720,159
2024-07-01,South,SKU001,630,678,595,713,327
2024-07-01,East,SKU001,925,405,245,1085,271
2024-07-01,West,SKU001,516,648,412,752,249
2024-07-01,Central,SKU001,523,781,784,520,218
2024-07-01,North,SKU002,1182,693,374,1501,236
2024-07-01,South,SKU002,228,584,715,97,162
2024-07-01,East,SKU002,628,128,535,221,192
2024-07-01,West,SKU002,652,215,238,629,233
2024-07-01,Central,SKU002,965,179,824,320,339
2024-07-01,North,SKU003,711,235,529,417,340
2024-07-01,South,SKU003,393,208,808,0,187
2024-07-01,East,SKU003,894,532,693,733,167
2024-07-01,West,SKU003,633,725,859,499,174
2024-07-01,Central,SKU003,1043,409,309,1143,330
2024-07-01,North,SKU004,883,216,645,454,305
2024-07-01,South,SKU004,979,634,267,1346,233
2024-07-01,East,SKU004,736,635,513,858,238
2024-07-01,West,SKU004,343,424,730,37,151
2024-07-01,Central,SKU004,230,614,210,634,266
2024-07-01,North,SKU005,912,647,838,721,267
2024-07-01,South,SKU005,275,138,556,0,171
2024-07-01,East,SKU005,811,195,483,523,345
2024-07-01,West,SKU005,676,117,489,304,288
2024-07-01,Central,SKU005,1035,697,832,900,185
2024-07-01,North,SKU006,273,696,230,739,289
2024-07-01,South,SKU006,660,275,636,299,317
2024-07-01,East,SKU006,846,557,771,632,161
2024-07-01,West,SKU006,1100,634,506,1228,161
2024-07-01,Central,SKU006,1026,108,510,624,196
2024-07-01,North,SKU007,1180,437,450,1167,334
2024-07-01,South,SKU007,504,394,721,177,225
2024-07-01,East,SKU007,322,779,807,294,175
2024-07-01,West,SKU007,1003,619,730,892,317
2024-07-01,Central,SKU007,566,532,581,517,179
2024-07-01,North,SKU008,1174,508,250,1432,222
2024-07-01,South,SKU008,502,678,807,373,189
2024-07-01,East,SKU008,877,630,236,1271,294
2024-07-01,West,SKU008,806,796,343,1259,158
2024-07-01,Central,SKU008,1093,707,670,1130,253
2024-07-01,North,SKU009,714,353,485,582,168
2024-07-01,South,SKU009,839,314,855,298,243
2024-07-01,East,SKU009,415,196,499,112,257
2024-07-01,West,SKU009,640,349,878,111,318
2024-07-01,Central,SKU009,436,780,364,852,150
2024-07-01,North,SKU010,1181,310,587,904,238
2024-07-01,South,SKU010,1055,681,847,889,334
2024-07-01,East,SKU010,328,124,826,0,337
2024-07-01,West,SKU010,1013,324,164,1173,166
2024-07-01,Central,SKU010,797,120,563,354,231
2024-07-01,North,SKU011,426,538,496,468,305
2024-07-01,South,SKU011,440,708,784,364,222
2024-07-01,East,SKU011,240,121,729,0,249
2024-07-01,West,SKU011,430,683,727,386,167
2024-07-01,Central,SKU011,1079,570,823,826,151
2024-07-01,North,SKU012,603,376,226,753,195
2024-07-01,South,SKU012,1017,656,377,1296,315
2024-07-01,East,SKU012,1110,176,293,993,217
2024-07-01,West,SKU012,500,661,589,572,268
2024-07-01,Central,SKU012,729,765,618,876,313
2024-07-01,North,SKU013,918,493,515,896,168
2024-07-01,South,SKU013,1123,291,642,772,190
2024-07-01,East,SKU013,256,219,857,0,213
2024-07-01,West,SKU013,291,657,855,93,210
2024-07-01,Central,SKU013,241,513,491,263,280
2024-07-01,North,SKU014,700,676,413,963,286
2024-07-01,South,SKU014,424,480,411,493,171
2024-07-01,East,SKU014,576,281,324,533,158
2024-07-01,West,SKU014,620,732,621,731,243
2024-07-01,Central,SKU014,493,109,834,0,333
2024-07-01,North,SKU015,1043,273,840,476,347
2024-07-01,South,SKU015,402,619,835,186,311
2024-07-01,East,SKU015,542,370,409,503,160
2024-07-01,West,SKU015,603,354,578,379,300
2024-07-01,Central,SKU015,276,663,861,78,232
2024-07-01,North,SKU016,269,160,219,210,308
2024-07-01,South,SKU016,765,699,353,1111,303
2024-07-01,East,SKU016,624,172,519,277,221
2024-07-01,West,SKU016,617,651,163,1105,236
2024-07-01,Central,SKU016,260,673,460,473,331
2024-07-01,North,SKU017,838,592,680,750,246
2024-07-01,South,SKU017,689,723,468,944,302
2024-07-01,East,SKU017,706,786,876,616,267
2024-07-01,West,SKU017,671,659,792,538,195
2024-07-01,Central,SKU017,1166,736,373,1529,154
2024-07-01,North,SKU018,558,742,706,594,157
2024-07-01,South,SKU018,907,332,323,916,172
2024-07-01,East,SKU018,825,577,513,889,188
2024-07-01,West,SKU018,1110,723,891,942,224
2024-07-01,Central,SKU018,345,566,289,622,160
2024-07-01,North,SKU019,560,656,789,427,254
2024-07-01,South,SKU019,1193,748,643,1298,299
2024-07-01,East,SKU019,1070,718,444,1344,323
2024-07-01,West,SKU019,480,315,254,541,213
2024-07-01,Central,SKU019,349,150,446,53,332
2024-07-01,North,SKU020,306,445,293,458,313
2024-07-01,South,SKU020,1111,387,701,797,265
2024-07-01,East,SKU020,420,548,220,748,234
2024-07-01,West,SKU020,565,259,239,585,242
2024-07-01,Central,SKU020,225,625,761,89,292
2024-07-01,North,SKU021,1144,669,528,1285,274
2024-07-01,South,SKU021,1053,252,461,844,172
2024-07-01,East,SKU021,1157,468,739,886,209
2024-07-01,West,SKU021,1037,291,298,1030,166
2024-07-01,Central,SKU021,872,101,896,77,217
2024-07-01,North,SKU022,1109,727,862,974,331
2024-07-01,South,SKU022,1182,270,453,999,170
2024-07-01,East,SKU022,388,690,338,740,257
2024-07-01,West,SKU022,743,550,719,574,321
2024-07-01,Central,SKU022,567,563,309,821,314
2024-08-01,North,SKU001,214,164,390,0,168
2024-08-01,South,SKU001,427,333,853,0,229
2024-08-01,East,SKU001,1110,607,365,1352,254
2024-08-01,West,SKU001,556,526,352,730,338
2024-08-01,Central,SKU001,541,799,445,895,167
2024-08-01,North,SKU002,424,328,187,565,190
2024-08-01,South,SKU002,978,647,303,1322,349
2024-08-01,East,SKU002,1051,649,853,847,213
2024-08-01,West,SKU002,764,726,559,931,195
2024-08-01,Central,SKU002,404,187,476,115,332
2024-08-01,North,SKU003,652,219,756,115,302
2024-08-01,South,SKU003,554,350,394,510,248
2024-08-01,East,SKU003,1186,577,559,1204,285
2024-08-01,West,SKU003,933,619,631,921,215
2024-08-01,Central,SKU003,823,364,550,637,285
2024-08-01,North,SKU004,411,782,348,845,283
2024-08-01,South,SKU004,1085,601,620,1066,290
2024-08-01,East,SKU004,940,540,857,623,181
2024-08-01,West,SKU004,430,465,894,1,163
2024-08-01,Central,SKU004,490,420,325,585,251
2024-08-01,North,SKU005,359,777,690,446,212
2024-08-01,South,SKU005,779,235,864,150,295
2024-08-01,East,SKU005,416,763,402,777,277
2024-08-01,West,SKU005,393,765,412,746,349
2024-08-01,Central,SKU005,585,792,168,1209,158
2024-08-01,North,SKU006,489,778,787,480,164
2024-08-01,South,SKU006,315,178,712,0,312
2024-08-01,East,SKU006,340,614,665,289,188
2024-08-01,West,SKU006,368,403,686,85,280
2024-08-01,Central,SKU006,425,389,168,646,249
2024-08-01,North,SKU007,610,366,245,731,215
2024-08-01,South,SKU007,276,178,647,0,280
2024-08-01,East,SKU007,778,759,704,833,338
2024-08-01,West,SKU007,282,313,333,262,302
2024-08-01,Central,SKU007,803,781,770,814,298
2024-08-01,North,SKU008,601,694,504,791,266
2024-08-01,South,SKU008,542,419,703,258,152
2024-08-01,East,SKU008,276,635,810,101,279
2024-08-01,West,SKU008,1119,607,369,1357,266
2024-08-01,Central,SKU008,952,129,506,575,255
2024-08-01,North,SKU009,594,105,281,418,320
2024-08-01,South,SKU009,1182,545,710,1017,306
2024-08-01,East,SKU009,1043,609,555,1097,306
2024-08-01,West,SKU009,733,142,788,87,313
2024-08-01,Central,SKU009,624,202,885,0,332
2024-08-01,North,SKU010,887,487,558,816,159
2024-08-01,South,SKU010,1077,103,314,866,161
2024-08-01,East,SKU010,244,247,450,41,311
2024-08-01,West,SKU010,362,146,245,263,330
2024-08-01,Central,SKU010,242,300,798,0,296
2024-08-01,North,SKU011,644,736,378,1002,254
2024-08-01,South,SKU011,1108,668,359,1417,187
2024-08-01,East,SKU011,224,202,674,0,158
2024-08-01,West,SKU011,370,657,812,215,203
2024-08-01,Central,SKU011,973,194,222,945,156
2024-08-01,North,SKU012,1084,458,320,1222,175
2024-08-01,South,SKU012,212,436,289,359,314
2024-08-01,East,SKU012,434,644,434,644,287
2024-08-01,West,SKU012,455,306,627,134,217
2024-08-01,Central,SKU012,586,748,487,847,289
2024-08-01,North,SKU013,880,488,564,804,331
2024-08-01,South,SKU013,432,754,808,378,206
2024-08-01,East,SKU013,255,248,568,0,321
2024-08-01,West,SKU013,597,380,743,234,323
2024-08-01,Central,SKU013,1194,149,592,751,225
2024-08-01,North,SKU014,619,181,527,273,239
2024-08-01,South,SKU014,686,671,700,657,182
2024-08-01,East,SKU014,205,299,769,0,341
2024-08-01,West,SKU014,687,111,533,265,295
2024-08-01,Central,SKU014,1033,163,172,1024,340
2024-08-01,North,SKU015,1123,654,194,1583,206
2024-08-01,South,SKU015,604,671,837,438,261
2024-08-01,East,SKU015,1104,452,387,1169,288
2024-08-01,West,SKU015,266,438,604,100,247
2024-08-01,Central,SKU015,932,387,828,491,286
2024-08-01,North,SKU016,234,226,370,90,188
2024-08-01,South,SKU016,999,111,749,361,226
2024-08-01,East,SKU016,777,235,196,816,346
2024-08-01,West,SKU016,786,469,768,487,211
2024-08-01,Central,SKU016,220,407,309,318,157
2024-08-01,North,SKU017,1048,650,325,1373,334
2024-08-01,South,SKU017,258,151,689,0,196
2024-08-01,East,SKU017,974,526,449,1051,242
2024-08-01,West,SKU017,921,763,578,1106,286
2024-08-01,Central,SKU017,446,266,461,251,229
2024-08-01,North,SKU018,810,746,787,769,325
2024-08-01,South,SKU018,439,284,247,476,305
2024-08-01,East,SKU018,1068,339,864,543,326
2024-08-01,West,SKU018,252,534,871,0,151
2024-08-01,Central,SKU018,942,228,842,328,346
2024-08-01,North,SKU019,224,611,856,0,236
2024-08-01,South,SKU019,381,603,209,775,344
2024-08-01,East,SKU019,1061,783,746,1098,289
2024-08-01,West,SKU019,647,155,785,17,224
2024-08-01,Central,SKU019,1083,261,156,1188,215
2024-08-01,North,SKU020,261,631,589,303,186
2024-08-01,South,SKU020,242,110,629,0,283
2024-08-01,East,SKU020,544,712,527,729,275
2024-08-01,West,SKU020,1116,182,707,591,248
2024-08-01,Central,SKU020,559,560,826,293,338
2024-08-01,North,SKU021,682,470,435,717,337
2024-08-01,South,SKU021,1140,450,165,1425,222
2024-08-01,East,SKU021,749,670,852,567,163
2024-08-01,West,SKU021,1134,247,266,1115,338
2024-08-01,Central,SKU021,1019,740,430,1329,250
2024-08-01,North,SKU022,970,558,153,1375,314
2024-08-01,South,SKU022,224,168,306,86,287
2024-08-01,East,SKU022,776,703,855,624,174
2024-08-01,West,SKU022,1013,637,282,1368,154
2024-08-01,Central,SKU022,385,585,815,155,207
2024-09-01,North,SKU001,941,267,583,625,330
2024-09-01,South,SKU001,248,270,260,258,229
2024-09-01,East,SKU001,770,568,783,555,180
2024-09-01,West,SKU001,847,665,520,992,274
2024-09-01,Central,SKU001,1118,737,187,1668,270
2024-09-01,North,SKU002,342,114,324,132,186
2024-09-01,South,SKU002,209,446,483,172,245
2024-09-01,East,SKU002,590,523,254,859,191
2024-09-01,West,SKU002,257,314,210,361,277
2024-09-01,Central,SKU002,653,462,690,425,200
2024-09-01,North,SKU003,342,355,705,0,174
2024-09-01,South,SKU003,368,767,581,554,321
2024-09-01,East,SKU003,519,572,236,855,335
2024-09-01,West,SKU003,946,785,521,1210,166
2024-09-01,Central,SKU003,682,347,503,526,311
2024-09-01,North,SKU004,439,454,431,462,294
2024-09-01,South,SKU004,788,575,158,1205,333
2024-09-01,East,SKU004,1192,332,215,1309,166
2024-09-01,West,SKU004,1138,693,885,946,269
2024-09-01,Central,SKU004,1171,518,831,858,346
2024-09-01,North,SKU005,827,368,364,831,233
2024-09-01,South,SKU005,569,336,787,118,306
2024-09-01,East,SKU005,402,497,227,672,253
2024-09-01,West,SKU005,335,396,838,0,331
2024-09-01,Central,SKU005,668,678,849,497,329
2024-09-01,North,SKU006,792,390,471,711,157
2024-09-01,South,SKU006,468,252,404,316,309
2024-09-01,East,SKU006,530,614,360,784,212
2024-09-01,West,SKU006,353,394,271,476,285
2024-09-01,Central,SKU006,742,229,673,298,322
2024-09-01,North,SKU007,220,240,417,43,198
2024-09-01,South,SKU007,488,778,589,677,192
2024-09-01,East,SKU007,887,716,693,910,302
2024-09-01,West,SKU007,754,460,386,828,155
2024-09-01,Central,SKU007,1139,459,370,1228,208
2024-09-01,North,SKU008,635,420,640,415,283
2024-09-01,South,SKU008,839,322,544,617,179
2024-09-01,East,SKU008,446,252,858,0,218
2024-09-01,West,SKU008,552,354,675,231,265
2024-09-01,Central,SKU008,607,688,285,1010,203
2024-09-01,North,SKU009,401,344,358,387,286
2024-09-01,South,SKU009,315,144,633,0,190
2024-09-01,East,SKU009,1091,550,616,1025,240
2024-09-01,West,SKU009,975,547,469,1053,335
2024-09-01,Central,SKU009,482,569,299,752,173
2024-09-01,North,SKU010,827,126,163,790,253
2024-09-01,South,SKU010,321,672,737,256,223
2024-09-01,East,SKU010,999,768,669,1098,196
2024-09-01,West,SKU010,449,701,482,668,198
2024-09-01,Central,SKU010,338,543,607,274,251
2024-09-01,North,SKU011,737,467,802,402,184
2024-09-01,South,SKU011,965,427,349,1043,255
2024-09-01,East,SKU011,272,386,508,150,204
2024-09-01,West,SKU011,895,552,435,1012,303
2024-09-01,Central,SKU011,1194,384,595,983,228
2024-09-01,North,SKU012,1139,122,820,441,345
2024-09-01,South,SKU012,725,203,828,100,164
2024-09-01,East,SKU012,691,504,748,447,299
2024-09-01,West,SKU012,731,349,770,310,325
2024-09-01,Central,SKU012,903,788,414,1277,302
2024-09-01,North,SKU013,510,600,730,380,332
2024-09-01,South,SKU013,1163,564,442,1285,157
2024-09-01,East,SKU013,1055,783,582,1256,280
2024-09-01,West,SKU013,1097,508,856,749,160
2024-09-01,Central,SKU013,1008,211,243,976,294
2024-09-01,North,SKU014,707,177,848,36,236
2024-09-01,South,SKU014,776,367,225,918,252
2024-09-01,East,SKU014,813,112,847,78,327
2024-09-01,West,SKU014,672,209,792,89,269
2024-09-01,Central,SKU014,218,111,620,0,328
2024-09-01,North,SKU015,1180,745,250,1675,179
2024-09-01,South,SKU015,725,692,225,1192,182
2024-09-01,East,SKU015,616,793,701,708,253
2024-09-01,West,SKU015,1063,498,804,757,250
2024-09-01,Central,SKU015,984,600,793,791,192
2024-09-01,North,SKU016,666,469,746,389,165
2024-09-01,South,SKU016,990,274,586,678,168
2024-09-01,East,SKU016,225,779,355,649,181
2024-09-01,West,SKU016,695,370,667,398,159
2024-09-01,Central,SKU016,281,229,413,97,186
2024-09-01,North,SKU017,536,292,255,573,333
2024-09-01,South,SKU017,646,582,710,518,336
2024-09-01,East,SKU017,1195,118,764,549,347
2024-09-01,West,SKU017,1052,648,428,1272,151
2024-09-01,Central,SKU017,1006,742,652,1096,223
2024-09-01,North,SKU018,529,656,447,738,263
2024-09-01,South,SKU018,993,742,305,1430,214
2024-09-01,East,SKU018,936,190,540,586,308
2024-09-01,West,SKU018,369,625,464,530,341
2024-09-01,Central,SKU018,834,362,552,644,154
2024-09-01,North,SKU019,206,647,765,88,224
2024-09-01,South,SKU019,926,429,373,982,326
2024-09-01,East,SKU019,791,790,642,939,226
2024-09-01,West,SKU019,415,443,568,290,334
2024-09-01,Central,SKU019,319,163,627,0,282
2024-09-01,North,SKU020,1063,322,216,1169,179
2024-09-01,South,SKU020,1137,425,271,1291,169
2024-09-01,East,SKU020,668,738,389,1017,248
2024-09-01,West,SKU020,345,163,432,76,192
2024-09-01,Central,SKU020,578,773,878,473,310
2024-09-01,North,SKU021,773,716,370,1119,238
2024-09-01,South,SKU021,291,630,690,231,181
2024-09-01,East,SKU021,1149,562,180,1531,275
2024-09-01,West,SKU021,1178,247,191,1234,185
2024-09-01,Central,SKU021,658,248,722,184,276
2024-09-01,North,SKU022,1180,339,212,1307,237
2024-09-01,South,SKU022,1057,730,420,1367,172
2024-09-01,East,SKU022,1085,729,887,927,235
2024-09-01,West,SKU022,655,712,850,517,322
2024-09-01,Central,SKU022,706,658,421,943,247
2024-10-01,North,SKU001,584,454,270,768,170
2024-10-01,South,SKU001,848,226,463,611,243
2024-10-01,East,SKU001,719,352,885,186,302
2024-10-01,West,SKU001,778,106,431,453,167
2024-10-01,Central,SKU001,746,392,662,476,229
2024-10-01,North,SKU002,883,132,381,634,315
2024-10-01,South,SKU002,464,207,603,68,322
2024-10-01,East,SKU002,1047,395,217,1225,297
2024-10-01,West,SKU002,580,651,358,873,161
2024-10-01,Central,SKU002,808,781,739,850,161
2024-10-01,North,SKU003,857,773,311,1319,306
2024-10-01,South,SKU003,831,527,725,633,266
2024-10-01,East,SKU003,568,334,561,341,293
2024-10-01,West,SKU003,329,450,388,391,233
2024-10-01,Central,SKU003,854,354,569,639,168
2024-10-01,North,SKU004,1187,788,456,1519,200
2024-10-01,South,SKU004,998,339,895,442,166
2024-10-01,East,SKU004,618,486,240,864,275
2024-10-01,West,SKU004,1173,346,248,1271,299
2024-10-01,Central,SKU004,710,158,266,602,331
2024-10-01,North,SKU005,1183,220,173,1230,259
2024-10-01,South,SKU005,233,181,401,13,185
2024-10-01,East,SKU005,1059,180,182,1057,212
2024-10-01,West,SKU005,208,291,195,304,266
2024-10-01,Central,SKU005,731,500,600,631,255
2024-10-01,North,SKU006,608,453,584,477,301
2024-10-01,South,SKU006,303,129,248,184,184
2024-10-01,East,SKU006,922,789,522,1189,330
2024-10-01,West,SKU006,1106,550,593,1063,157
2024-10-01,Central,SKU006,811,512,328,995,262
2024-10-01,North,SKU007,1072,146,800,418,274
2024-10-01,South,SKU007,213,167,596,0,187
2024-10-01,East,SKU007,1071,143,741,473,184
2024-10-01,West,SKU007,537,615,443,709,328
2024-10-01,Central,SKU007,488,605,771,322,302
2024-10-01,North,SKU008,501,340,730,111,312
2024-10-01,South,SKU008,1100,227,667,660,205
2024-10-01,East,SKU008,488,321,429,380,159
2024-10-01,West,SKU008,1082,618,836,864,202
2024-10-01,Central,SKU008,764,648,521,891,321
2024-10-01,North,SKU009,758,656,588,826,282
2024-10-01,South,SKU009,687,462,325,824,175
2024-10-01,East,SKU009,921,228,675,474,256
2024-10-01,West,SKU009,273,502,200,575,338
2024-10-01,Central,SKU009,707,269,604,372,231
2024-10-01,North,SKU010,1086,337,318,1105,242
2024-10-01,South,SKU010,632,517,383,766,191
2024-10-01,East,SKU010,1184,170,648,706,189
2024-10-01,West,SKU010,782,253,199,836,262
2024-10-01,Central,SKU010,894,693,430,1157,177
2024-10-01,North,SKU011,835,281,207,909,258
2024-10-01,South,SKU011,767,172,295,644,222
2024-10-01,East,SKU011,1147,252,251,1148,229
2024-10-01,West,SKU011,453,768,465,756,199
2024-10-01,Central,SKU011,679,224,816,87,182
2024-10-01,North,SKU012,1055,327,302,1080,289
2024-10-01,South,SKU012,725,415,796,344,208
2024-10-01,East,SKU012,723,790,374,1139,265
2024-10-01,West,SKU012,667,328,257,738,158
2024-10-01,Central,SKU012,679,613,547,745,209
2024-10-01,North,SKU013,408,158,416,150,300
2024-10-01,South,SKU013,482,229,869,0,271
2024-10-01,East,SKU013,247,719,719,247,277
2024-10-01,West,SKU013,411,528,427,512,204
2024-10-01,Central,SKU013,892,391,796,487,233
2024-10-01,North,SKU014,224,397,237,384,162
2024-10-01,South,SKU014,568,165,525,208,302
2024-10-01,East,SKU014,1170,267,561,876,192
2024-10-01,West,SKU014,768,596,797,567,196
2024-10-01,Central,SKU014,734,431,341,824,171
2024-10-01,North,SKU015,403,617,515,505,289
2024-10-01,South,SKU015,503,252,337,418,272
2024-10-01,East,SKU015,620,619,373,866,256
2024-10-01,West,SKU015,709,361,839,231,286
2024-10-01,Central,SKU015,654,401,292,763,272
2024-10-01,North,SKU016,634,604,660,578,198
2024-10-01,South,SKU016,1069,729,630,1168,273
2024-10-01,East,SKU016,779,607,496,890,182
2024-10-01,West,SKU016,756,152,765,143,324
2024-10-01,Central,SKU016,506,308,700,114,262
2024-10-01,North,SKU017,923,349,689,583,277
2024-10-01,South,SKU017,788,561,240,1109,193
2024-10-01,East,SKU017,1130,691,887,934,265
2024-10-01,West,SKU017,1092,666,837,921,255
2024-10-01,Central,SKU017,1065,739,323,1481,310
2024-10-01,North,SKU018,363,551,224,690,290
2024-10-01,South,SKU018,291,489,711,69,275
2024-10-01,East,SKU018,502,715,396,821,296
2024-10-01,West,SKU018,954,155,293,816,338
2024-10-01,Central,SKU018,786,103,638,251,196
2024-10-01,North,SKU019,527,645,510,662,332
2024-10-01,South,SKU019,681,512,614,579,290
2024-10-01,East,SKU019,731,342,425,648,150
2024-10-01,West,SKU019,1089,388,745,732,231
2024-10-01,Central,SKU019,815,617,506,926,237
2024-10-01,North,SKU020,674,522,495,701,298
2024-10-01,South,SKU020,840,655,738,757,306
2024-10-01,East,SKU020,459,376,659,176,222
2024-10-01,West,SKU020,836,393,475,754,298
2024-10-01,Central,SKU020,312,686,594,404,151
2024-10-01,North,SKU021,239,356,872,0,153
2024-10-01,South,SKU021,815,589,315,1089,173
2024-10-01,East,SKU021,918,636,581,973,304
2024-10-01,West,SKU021,779,468,558,689,243
2024-10-01,Central,SKU021,977,290,700,567,229
2024-10-01,North,SKU022,609,237,688,158,292
2024-10-01,South,SKU022,521,138,527,132,330
2024-10-01,East,SKU022,408,657,287,778,151
2024-10-01,West,SKU022,283,673,628,328,328
2024-10-01,Central,SKU022,1049,379,565,863,320
2024-11-01,North,SKU001,599,223,602,220,315
2024-11-01,South,SKU001,1053,749,619,1183,195
2024-11-01,East,SKU001,1078,557,237,1398,182
2024-11-01,West,SKU001,288,678,229,737,338
2024-11-01,Central,SKU001,851,673,419,1105,319
2024-11-01,North,SKU002,268,490,748,10,174
2024-11-01,South,SKU002,1039,317,411,945,321
2024-11-01,East,SKU002,824,659,809,674,314
2024-11-01,West,SKU002,1035,715,724,1026,296
2024-11-01,Central,SKU002,385,271,426,230,215
2024-11-01,North,SKU003,266,518,470,314,257
2024-11-01,South,SKU003,769,522,757,534,309
2024-11-01,East,SKU003,315,579,239,655,209
2024-11-01,West,SKU003,546,529,406,669,198
2024-11-01,Central,SKU003,1095,736,727,1104,327
2024-11-01,North,SKU004,584,417,180,821,157
2024-11-01,South,SKU004,495,441,876,60,191
2024-11-01,East,SKU004,591,476,155,912,268
2024-11-01,West,SKU004,533,576,494,615,344
2024-11-01,Central,SKU004,1175,315,602,888,280
2024-11-01,North,SKU005,1121,135,151,1105,281
2024-11-01,South,SKU005,604,136,889,0,233
2024-11-01,East,SKU005,751,458,271,938,210
2024-11-01,West,SKU005,683,402,296,789,182
2024-11-01,Central,SKU005,701,701,473,929,213
2024-11-01,North,SKU006,1088,789,556,1321,345
2024-11-01,South,SKU006,701,221,382,540,234
2024-11-01,East,SKU006,515,171,839,0,273
2024-11-01,West,SKU006,607,422,816,213,224
2024-11-01,Central,SKU006,621,316,676,261,232
2024-11-01,North,SKU007,1119,397,810,706,347
