OrderID,OrderDate,Region,City,Channel,DistributorID,ProductID,Quantity,UnitPrice,DiscountPct,ReturnedQty,Revenue
ORD108817,2024-10-29,North,Chandigarh,Modern Trade,DIST-NO-1,SKU001,2,119.0,0.0,0,238.0
ORD116155,2025-06-06,Central,Bhopal,General Trade,DIST-CE-3,SKU012,1,139.0,0.0,0,139.0
ORD108344,2024-10-16,South,Chennai,E-commerce,DIST-SO-2,SKU007,1,84.55,5.0,0,84.55
ORD100968,2024-02-03,East,Bhubaneswar,Modern Trade,DIST-EA-2,SKU010,3,160.55,5.0,0,481.65
ORD120441,2025-10-22,South,Bengaluru,Pharmacy,DIST-SO-3,SKU001,1,107.1,10.0,0,107.1
ORD109390,2024-11-13,East,Patna,General Trade,DIST-EA-2,SKU010,2,169.0,0.0,0,338.0
ORD111591,2025-01-14,Central,Nagpur,E-commerce,DIST-CE-3,SKU010,2,169.0,0.0,0,338.0
ORD109263,2024-11-10,Central,Bhopal,General Trade,DIST-CE-1,SKU020,1,265.05,5.0,0,265.05
ORD122598,2025-12-13,West,Ahmedabad,E-commerce,DIST-WE-1,SKU012,4,132.05,5.0,0,528.2
ORD120630,2025-10-27,North,Chandigarh,Modern Trade,DIST-NO-2,SKU013,5,160.55,5.0,0,802.75
ORD101547,2024-02-24,West,Mumbai,General Trade,DIST-WE-3,SKU020,1,279.0,0.0,0,279.0
ORD107937,2024-10-05,South,Chennai,General Trade,DIST-SO-1,SKU001,2,107.1,10.0,0,214.2
ORD115154,2025-05-09,West,Ahmedabad,E-commerce,DIST-WE-3,SKU002,2,109.0,0.0,0,218.0
ORD120846,2025-11-01,Central,Nagpur,General Trade,DIST-CE-2,SKU014,6,209.0,0.0,0,1254.0
ORD105102,2024-06-18,West,Ahmedabad,Pharmacy,DIST-WE-2,SKU010,2,135.2,20.0,0,270.4
ORD103976,2024-05-15,Central,Nagpur,General Trade,DIST-CE-3,SKU003,10,208.05,5.0,0,2080.5
ORD120134,2025-10-15,South,Chennai,General Trade,DIST-SO-3,SKU002,2,109.0,0.0,0,218.0
ORD113433,2025-03-17,West,Pune,General Trade,DIST-WE-3,SKU015,5,126.65,15.0,0,633.25
ORD114195,2025-04-11,Central,Bhopal,General Trade,DIST-CE-3,SKU017,1,1133.1,10.0,0,1133.1
ORD111513,2025-01-11,West,Pune,Pharmacy,DIST-WE-1,SKU012,1,139.0,0.0,0,139.0
ORD116051,2025-06-03,South,Bengaluru,General Trade,DIST-SO-3,SKU004,3,209.0,0.0,0,627.0
ORD118670,2025-09-01,South,Hyderabad,E-commerce,DIST-SO-2,SKU013,1,169.0,0.0,0,169.0
ORD110431,2024-12-11,East,Kolkata,Modern Trade,DIST-EA-3,SKU014,10,192.28,8.0,0,1922.8
ORD117713,2025-07-25,North,Delhi,General Trade,DIST-NO-2,SKU003,5,197.1,10.0,0,985.5
ORD102578,2024-03-31,North,Delhi,Modern Trade,DIST-NO-1,SKU020,1,265.05,5.0,0,265.05
ORD109257,2024-11-10,North,Lucknow,General Trade,DIST-NO-2,SKU001,1,119.0,0.0,0,119.0
ORD117018,2025-06-30,East,Bhubaneswar,General Trade,DIST-EA-3,SKU012,3,139.0,0.0,0,417.0
ORD111990,2025-01-28,North,,E-commerce,DIST-NO-2,SKU015,1,141.55,5.0,0,141.55
ORD111667,2025-01-16,North,Delhi,E-commerce,DIST-NO-3,SKU001,2,107.1,10.0,0,214.2
ORD110648,2024-12-17,South,Chennai,General Trade,DIST-SO-3,SKU009,2,94.05,5.0,0,188.1
ORD106086,2024-07-26,West,Ahmedabad,E-commerce,DIST-WE-2,SKU018,1,937.48,8.0,0,937.48
ORD122917,2025-12-21,South,Hyderabad,E-commerce,DIST-SO-1,SKU003,4,175.2,20.0,0,700.8
ORD118504,2025-08-25,North,Delhi,Modern Trade,DIST-NO-1,SKU004,4,209.0,0.0,0,836.0
ORD112997,2025-03-02,West,Ahmedabad,E-commerce,DIST-WE-2,SKU022,2,479.0,0.0,0,958.0
ORD103872,2024-05-11,North,Delhi,Modern Trade,DIST-NO-3,SKU017,2,1259.0,0.0,0,2518.0
ORD100698,2024-01-24,South,Chennai,General Trade,DIST-SO-1,SKU003,5,219.0,0.0,0,1095.0
ORD122214,2025-12-04,North,Lucknow,Modern Trade,DIST-NO-1,SKU014,4,209.0,0.0,0,836.0
ORD103695,2024-05-06,Central,Bhopal,General Trade,DIST-CE-3,SKU013,1,169.0,0.0,0,169.0
ORD110330,2024-12-09,West,Mumbai,E-commerce,DIST-WE-1,SKU022,2,479.0,0.0,0,958.0
ORD101534,2024-02-23,West,Mumbai,General Trade,DIST-WE-2,SKU012,4,127.88,8.0,0,511.52
ORD114862,2025-05-01,Central,Nagpur,Pharmacy,DIST-CE-2,SKU015,1,149.0,0.0,0,149.0
ORD113618,2025-03-24,South,Hyderabad,Modern Trade,DIST-SO-2,SKU017,1,1133.1,10.0,0,1133.1
ORD109831,2024-11-26,Central,Bhopal,General Trade,DIST-CE-3,SKU013,3,169.0,0.0,0,507.0
ORD108118,2024-10-09,West,Ahmedabad,E-commerce,DIST-WE-3,SKU003,3,219.0,0.0,0,657.0
ORD117803,2025-07-29,East,Kolkata,General Trade,DIST-EA-3,SKU017,6,1259.0,0.0,0,7554.0
ORD110711,2024-12-19,South,Bengaluru,General Trade,DIST-SO-3,SKU020,1,256.68,8.0,0,256.68
ORD112072,2025-01-31,east,Kolkata,Modern Trade,DIST-EA-1,SKU008,1,119.0,0.0,0,119.0
ORD114516,2025-04-21,Central,Nagpur,E-commerce,DIST-CE-2,SKU013,1,169.0,0.0,1,169.0
ORD112617,2025-02-18,West,Pune,General Trade,DIST-WE-2,SKU004,2,188.1,10.0,0,376.2
ORD110492,2024-12-13,North,Lucknow,General Trade,DIST-NO-2,SKU009,2,99.0,0.0,0,198.0
ORD120759,2025-10-30,Central,Bhopal,General Trade,DIST-CE-2,SKU009,10,94.05,5.0,0,940.5
ORD117857,2025-07-31,East,Patna,General Trade,DIST-EA-1,SKU002,2,109.0,0.0,0,218.0
ORD109667,2024-11-21,East,Patna,E-commerce,DIST-EA-2,SKU007,3,80.1,10.0,0,240.3
ORD112077,2025-01-31,West,Pune,General Trade,DIST-WE-1,SKU005,3,99.0,0.0,0,297.0
ORD104547,2024-06-02,East,Patna,E-commerce,DIST-EA-2,SKU017,6,1259.0,0.0,0,7554.0
ORD109166,2024-11-07,West,Mumbai,General Trade,DIST-WE-1,SKU004,1,198.55,5.0,0,198.55
ORD109752,2024-11-24,Central,Nagpur,Modern Trade,DIST-CE-3,SKU022,3,440.68,8.0,0,1322.04
ORD109447,2024-11-15,East,Kolkata,E-commerce,DIST-EA-1,SKU005,3,91.08,8.0,0,273.24
ORD111112,2024-12-30,North,Lucknow,General Trade,DIST-NO-3,SKU014,10,188.1,10.0,0,1881.0
ORD119459,2025-09-27,West,Mumbai,Modern Trade,DIST-WE-1,SKU006,3,49.0,0.0,0,147.0
ORD105065,2024-06-17,South,Bengaluru,Pharmacy,DIST-SO-1,SKU007,5,89.0,0.0,0,445.0
ORD110880,2024-12-24,West,Ahmedabad,E-commerce,DIST-WE-1,SKU020,2,279.0,0.0,0,558.0
ORD118182,2025-08-13,South,Hyderabad,General Trade,DIST-SO-2,SKU008,2,119.0,0.0,0,238.0
ORD121260,2025-11-12,North,Chandigarh,Pharmacy,DIST-NO-2,SKU014,2,188.1,10.0,0,376.2
ORD107281,2024-09-11,West,Ahmedabad,Modern Trade,DIST-WE-2,SKU020,5,256.68,8.0,0,1283.4
ORD108985,2024-11-03,North,Delhi,Modern Trade,DIST-NO-1,SKU002,2,109.0,0.0,0,218.0
ORD122610,2025-12-14,North,Lucknow,Pharmacy,DIST-NO-1,SKU019,3,189.0,0.0,0,567.0
ORD107494,2024-09-19,South,Bengaluru,General Trade,DIST-SO-3,SKU016,2,597.08,8.0,0,1194.16
ORD114347,2025-04-15,South,Hyderabad,General Trade,DIST-SO-2,SKU010,1,155.48,8.0,0,155.48
ORD113783,2025-03-29,East,Patna,E-commerce,DIST-EA-1,SKU016,1,649.0,0.0,0,649.0
ORD100762,2024-01-26,South,Chennai,Modern Trade,DIST-SO-3,SKU007,2,89.0,0.0,0,178.0
ORD107953,2024-10-06,West,Mumbai,General Trade,DIST-WE-3,SKU009,2,94.05,5.0,0,188.1
ORD109913,2024-11-28,South,Bengaluru,Modern Trade,DIST-SO-3,SKU007,6,81.88,8.0,0,491.28
ORD108736,2024-10-27,Central,Bhopal,E-commerce,DIST-CE-3,SKU007,1,81.88,8.0,0,81.88
ORD113642,2025-03-24,West,Pune,E-commerce,DIST-WE-3,SKU010,3,152.1,10.0,0,456.3
ORD109455,2024-11-15,South,Bengaluru,Modern Trade,DIST-SO-2,SKU007,2,89.0,0.0,0,178.0
ORD108441,2024-10-19,Central,Bhopal,General Trade,DIST-CE-2,SKU007,3,75.65,15.0,0,226.95
ORD103926,2024-05-13,Central,Nagpur,General Trade,DIST-CE-1,SKU013,3,169.0,0.0,0,507.0
ORD101378,2024-02-18,West,Pune,General Trade,DIST-WE-2,SKU017,3,1007.2,20.0,0,3021.6
ORD107381,2024-09-15,West,Ahmedabad,E-commerce,DIST-WE-2,SKU008,3,107.1,10.0,2,321.3
ORD109289,2024-11-11,West,Ahmedabad,Modern Trade,DIST-WE-1,SKU020,1,251.1,10.0,0,251.1
ORD107066,2024-09-03,North,Delhi,General Trade,DIST-NO-3,SKU009,2,89.1,10.0,0,178.2
ORD106866,2024-08-26,East,Bhubaneswar,E-commerce,DIST-EA-3,SKU016,1,519.2,20.0,0,519.2
ORD106588,2024-08-16,South,Hyderabad,Modern Trade,DIST-SO-1,SKU009,4,99.0,0.0,0,396.0
ORD108871,2024-10-31,West,Mumbai,Modern Trade,DIST-WE-3,SKU002,2,92.65,15.0,0,185.3
ORD107915,2024-10-05,North,Chandigarh,E-commerce,DIST-NO-1,SKU022,10,440.68,8.0,0,4406.8
ORD100409,2024-01-14,East,Bhubaneswar,General Trade,DIST-EA-1,SKU021,4,279.2,20.0,0,1116.8
ORD100563,2024-01-19,East,Kolkata,Modern Trade,DIST-EA-2,SKU008,10,119.0,0.0,0,1190.0
ORD122617,2025-12-14,West,Pune,Modern Trade,DIST-WE-1,SKU017,2,1196.05,5.0,0,2392.1
ORD106044,2024-07-24,West,Ahmedabad,Modern Trade,DIST-WE-1,SKU004,5,209.0,0.0,0,1045.0
ORD121423,2025-11-15,Central,Nagpur,Modern Trade,DIST-CE-1,SKU007,2,84.55,5.0,0,169.1
ORD116422,2025-06-13,South,Hyderabad,Modern Trade,DIST-SO-1,SKU014,2,167.2,20.0,0,334.4
ORD101293,2024-02-15,East,Kolkata,E-commerce,DIST-EA-1,SKU015,1,141.55,5.0,0,141.55
ORD106935,2024-08-29,Central,Nagpur,General Trade,DIST-CE-3,SKU005,10,99.0,0.0,0,990.0
ORD119234,2025-09-19,North,Delhi,Modern Trade,DIST-NO-3,SKU011,1,113.05,5.0,0,113.05
ORD105995,2024-07-21,Central,Nagpur,E-commerce,DIST-CE-3,SKU004,10,192.28,8.0,0,1922.8
ORD113774,2025-03-29,Central,Nagpur,General Trade,DIST-CE-3,SKU019,1,173.88,8.0,0,173.88
ORD104181,2024-05-21,East,Patna,Modern Trade,DIST-EA-2,SKU022,1,407.15,15.0,0,407.15
ORD121800,2025-11-24,North,Delhi,General Trade,DIST-NO-3,SKU001,4,119.0,0.0,0,476.0
ORD111432,2025-01-09,West,Ahmedabad,E-commerce,DIST-WE-3,SKU002,2,87.2,20.0,0,174.4
ORD111930,2025-01-25,North,Lucknow,General Trade,DIST-NO-1,SKU006,2,45.08,8.0,0,90.16
ORD110498,2024-12-13,South,Hyderabad,Modern Trade,DIST-SO-2,SKU007,4,71.2,20.0,0,284.8
ORD115087,2025-05-07,North,Delhi,Modern Trade,DIST-NO-1,SKU007,2,89.0,0.0,0,178.0
ORD123018,2025-12-24,North,Chandigarh,Modern Trade,DIST-NO-1,SKU020,2,279.0,0.0,0,558.0
ORD104080,2024-05-18,Central,Nagpur,General Trade,DIST-CE-1,SKU015,4,149.0,0.0,0,596.0
ORD111054,2024-12-29,West,Pune,General Trade,DIST-WE-1,SKU020,1,279.0,0.0,0,279.0
ORD110040,2024-12-02,West,Ahmedabad,General Trade,DIST-WE-3,SKU007,2,81.88,8.0,0,163.76
ORD112104,2025-02-01,North,Chandigarh,Modern Trade,DIST-NO-2,SKU005,4,94.05,5.0,0,376.2
ORD113671,2025-03-26,West,Pune,Pharmacy,DIST-WE-3,SKU021,2,349.0,0.0,0,698.0
ORD111915,2025-01-25,North,Chandigarh,General Trade,DIST-NO-1,SKU016,1,649.0,0.0,0,649.0
ORD112046,2025-01-29,Central,Nagpur,E-commerce,DIST-CE-2,SKU015,1,134.1,10.0,0,134.1
ORD104472,2024-05-31,South,Chennai,General Trade,DIST-SO-1,SKU009,1,99.0,0.0,1,99.0
ORD105915,2024-07-17,West,Mumbai,E-commerce,DIST-WE-3,SKU008,2,119.0,0.0,0,238.0
ORD112435,2025-02-11,East,Bhubaneswar,E-commerce,DIST-EA-2,SKU009,6,99.0,0.0,0,594.0
ORD120500,2025-10-24,Central,Bhopal,Modern Trade,DIST-CE-2,SKU011,4,109.48,8.0,0,437.92
ORD110523,2024-12-14,North,Lucknow,Modern Trade,DIST-NO-2,SKU014,5,192.28,8.0,0,961.4
ORD107292,2024-09-12,West,Ahmedabad,General Trade,DIST-WE-2,SKU001,10,119.0,0.0,0,1190.0
ORD107550,2024-09-21,South,Bengaluru,E-commerce,DIST-SO-3,SKU002,2,103.55,5.0,0,207.1
ORD103019,2024-04-14,Central,Bhopal,E-commerce,DIST-CE-1,SKU012,2,118.15,15.0,0,236.3
ORD108960,2024-11-02,North,Lucknow,General Trade,DIST-NO-2,SKU003,4,219.0,0.0,0,876.0
ORD106526,2024-08-13,West,Pune,General Trade,DIST-WE-1,SKU022,2,440.68,8.0,0,881.36
ORD119462,2025-09-27,East,Patna,General Trade,DIST-EA-1,SKU001,6,119.0,0.0,0,714.0
ORD120305,2025-10-19,West,Mumbai,Modern Trade,DIST-WE-3,SKU019,4,179.55,5.0,0,718.2
ORD119495,2025-09-28,Central,Nagpur,Pharmacy,DIST-CE-3,SKU005,4,79.2,20.0,0,316.8
ORD111566,2025-01-13,Central,Nagpur,General Trade,DIST-CE-3,SKU014,1,167.2,20.0,0,167.2
ORD102015,2024-03-11,West,Pune,Modern Trade,DIST-WE-3,SKU010,2,169.0,0.0,0,338.0
ORD110858,2024-12-23,South,Bengaluru,General Trade,DIST-SO-2,SKU015,2,141.55,5.0,0,283.1
ORD105793,2024-07-12,East,Patna,General Trade,DIST-EA-2,SKU001,1,119.0,0.0,0,119.0
ORD108127,2024-10-10,South,Bengaluru,E-commerce,DIST-SO-1,SKU010,4,152.1,10.0,0,608.4
ORD118874,2025-09-08,North,Delhi,General Trade,DIST-NO-1,SKU002,3,109.0,0.0,0,327.0
ORD115841,2025-05-28,North,Lucknow,Pharmacy,DIST-NO-1,SKU018,1,1019.0,0.0,0,1019.0
ORD102105,2024-03-14,East,,E-commerce,DIST-EA-2,SKU021,6,349.0,0.0,0,2094.0
ORD113111,2025-03-06,West,Ahmedabad,General Trade,DIST-WE-1,SKU005,1,84.15,15.0,0,84.15
ORD105934,2024-07-18,North,Lucknow,E-commerce,DIST-NO-3,SKU003,10,219.0,0.0,0,2190.0
ORD110134,2024-12-04,South,Bengaluru,Modern Trade,DIST-SO-3,SKU004,2,209.0,0.0,0,418.0
ORD120077,2025-10-14,North,Delhi,Modern Trade,DIST-NO-2,SKU012,6,118.15,15.0,0,708.9
ORD111264,2025-01-03,East,Patna,General Trade,DIST-EA-1,SKU020,2,256.68,8.0,0,513.36
ORD105133,2024-06-19,South,Bengaluru,General Trade,DIST-SO-3,SKU013,5,169.0,0.0,0,845.0
ORD104470,2024-05-30,North,Delhi,General Trade,DIST-NO-2,SKU022,2,431.1,10.0,0,862.2
ORD103194,2024-04-19,West,Ahmedabad,Pharmacy,DIST-WE-3,SKU012,4,132.05,5.0,0,528.2
ORD114870,2025-05-01,West,Ahmedabad,General Trade,DIST-WE-3,SKU005,1,99.0,0.0,0,99.0
ORD112275,2025-02-06,South,Bengaluru,Modern Trade,DIST-SO-1,SKU010,2,169.0,0.0,0,338.0
ORD113639,2025-03-24,South,Chennai,General Trade,DIST-SO-3,SKU001,2,119.0,0.0,0,238.0
ORD118974,2025-09-11,East,Patna,E-commerce,DIST-EA-2,SKU007,1,81.88,8.0,0,81.88
ORD106959,2024-08-30,West,Mumbai,General Trade,DIST-WE-2,SKU010,1,169.0,0.0,0,169.0
ORD115020,2025-05-05,West,Ahmedabad,General Trade,DIST-WE-1,SKU020,1,279.0,0.0,0,279.0
ORD113772,2025-03-29,East,Bhubaneswar,E-commerce,DIST-EA-1,SKU004,12,209.0,0.0,0,2508.0
ORD108984,2024-11-03,East,Bhubaneswar,Pharmacy,DIST-EA-1,SKU008,5,95.2,20.0,0,476.0
ORD116713,2025-06-21,North,Chandigarh,General Trade,DIST-NO-2,SKU006,6,41.65,15.0,0,249.9
ORD112510,2025-02-14,Central,Bhopal,General Trade,DIST-CE-3,SKU009,5,99.0,0.0,0,495.0
ORD122315,2025-12-06,East,Patna,General Trade,DIST-EA-1,SKU018,1,968.05,5.0,0,968.05
ORD115302,2025-05-13,Central,,E-commerce,DIST-CE-2,SKU020,5,279.0,0.0,0,1395.0
ORD118528,2025-08-26,North,Delhi,General Trade,DIST-NO-1,SKU010,4,169.0,0.0,0,676.0
ORD100546,2024-01-19,North,Lucknow,General Trade,DIST-NO-3,SKU006,4,49.0,0.0,0,196.0
ORD108214,2024-10-12,Central,Nagpur,General Trade,DIST-CE-3,SKU008,3,101.15,15.0,0,303.45
ORD104618,2024-06-04,North,Chandigarh,Modern Trade,DIST-NO-3,SKU006,2,49.0,0.0,0,98.0
ORD112206,2025-02-04,North,Chandigarh,General Trade,DIST-NO-2,SKU016,1,551.65,15.0,0,551.65
ORD120663,2025-10-28,North,Lucknow,Modern Trade,DIST-NO-2,SKU019,6,179.55,5.0,0,1077.3
ORD120558,2025-10-25,West,Pune,Modern Trade,DIST-WE-1,SKU009,1,99.0,0.0,0,99.0
ORD109359,2024-11-13,West,Ahmedabad,General Trade,DIST-WE-3,SKU018,10,1019.0,0.0,0,10190.0
ORD102208,2024-03-18,South,Chennai,General Trade,DIST-SO-1,SKU008,2,113.05,5.0,0,226.1
ORD100839,2024-01-29,North,Lucknow,General Trade,DIST-NO-1,SKU004,3,198.55,5.0,0,595.65
ORD117545,2025-07-19,West,Ahmedabad,General Trade,DIST-WE-3,SKU015,5,137.08,8.0,0,685.4
ORD117867,2025-07-31,East,Bhubaneswar,General Trade,DIST-EA-3,SKU006,3,49.0,0.0,0,147.0
ORD104869,2024-06-11,East,Kolkata,General Trade,DIST-EA-2,SKU006,1,46.55,5.0,0,46.55
ORD118748,2025-09-03,South,Hyderabad,Modern Trade,DIST-SO-3,SKU005,4,99.0,0.0,0,396.0
ORD100702,2024-01-24,East,Patna,General Trade,DIST-EA-1,SKU006,1,49.0,0.0,0,49.0
ORD114675,2025-04-25,South,Hyderabad,E-commerce,DIST-SO-3,SKU006,5,49.0,0.0,0,245.0
ORD114927,2025-05-02,North,Lucknow,General Trade,DIST-NO-1,SKU007,6,89.0,0.0,0,534.0
ORD101537,2024-02-23,South,Chennai,Modern Trade,DIST-SO-3,SKU015,3,141.55,5.0,0,424.65
ORD117205,2025-07-06,East,Patna,General Trade,DIST-EA-2,SKU015,10,126.65,15.0,0,1266.5
ORD111724,2025-01-18,West,Pune,Modern Trade,DIST-WE-1,SKU008,3,107.1,10.0,0,321.3
ORD120169,2025-10-16,Central,Nagpur,General Trade,DIST-CE-2,SKU009,1,89.1,10.0,0,89.1
ORD113233,2025-03-11,West,Mumbai,General Trade,DIST-WE-2,SKU015,5,134.1,10.0,0,670.5
ORD121304,2025-11-13,Central,Nagpur,Modern Trade,DIST-CE-1,SKU005,5,89.1,10.0,0,445.5
ORD119847,2025-10-08,South,Chennai,General Trade,DIST-SO-3,SKU010,2,169.0,0.0,0,338.0
ORD110162,2024-12-05,West,Pune,General Trade,DIST-WE-2,SKU015,2,119.2,20.0,0,238.4
ORD105880,2024-07-16,North,Lucknow,General Trade,DIST-NO-1,SKU013,1,160.55,5.0,0,160.55
ORD107324,2024-09-13,North,Delhi,E-commerce,DIST-NO-2,SKU010,1,169.0,0.0,0,169.0
ORD108003,2024-10-07,West,Pune,General Trade,DIST-WE-3,SKU016,1,519.2,20.0,0,519.2
ORD122540,2025-12-12,West,Ahmedabad,Pharmacy,DIST-WE-3,SKU004,5,209.0,0.0,0,1045.0
ORD100704,2024-01-24,East,Bhubaneswar,General Trade,DIST-EA-2,SKU007,2,71.2,20.0,0,142.4
ORD118711,2025-09-02,South,Hyderabad,E-commerce,DIST-SO-1,SKU002,3,109.0,0.0,0,327.0
ORD115289,2025-05-13,South,Bengaluru,General Trade,DIST-SO-2,SKU005,1,99.0,0.0,0,99.0
ORD108208,2024-10-12,East,Patna,General Trade,DIST-EA-3,SKU014,2,192.28,8.0,0,384.56
ORD111786,2025-01-20,East,Patna,General Trade,DIST-EA-1,SKU008,2,109.48,8.0,0,218.96
ORD115335,2025-05-14,South,Hyderabad,E-commerce,DIST-SO-1,SKU007,1,89.0,0.0,0,89.0
ORD118577,2025-08-27,West,Mumbai,General Trade,DIST-WE-3,SKU011,3,119.0,0.0,0,357.0
ORD122875,2025-12-20,West,Mumbai,General Trade,DIST-WE-2,SKU002,3,109.0,0.0,0,327.0
ORD107357,2024-09-14,West,Pune,E-commerce,DIST-WE-2,SKU017,1,1196.05,5.0,0,1196.05
ORD112667,2025-02-19,West,Pune,General Trade,DIST-WE-1,SKU008,6,119.0,0.0,0,714.0
ORD107015,2024-09-01,West,Pune,E-commerce,DIST-WE-3,SKU010,5,169.0,0.0,0,845.0
ORD109763,2024-11-24,South,Bengaluru,Pharmacy,DIST-SO-1,SKU012,6,139.0,0.0,0,834.0
ORD119229,2025-09-19,East,Bhubaneswar,General Trade,DIST-EA-3,SKU018,4,1019.0,0.0,0,4076.0
ORD108222,2024-10-13,East,Patna,E-commerce,DIST-EA-2,SKU004,6,209.0,0.0,0,1254.0
ORD114354,2025-04-15,North,Delhi,General Trade,DIST-NO-3,SKU017,4,1259.0,0.0,0,5036.0
ORD120710,2025-10-29,South,Hyderabad,E-commerce,DIST-SO-1,SKU007,4,81.88,8.0,0,327.52
ORD101538,2024-02-23,East,Kolkata,Pharmacy,DIST-EA-1,SKU004,1,192.28,8.0,0,192.28
ORD109738,2024-11-24,East,Patna,General Trade,DIST-EA-2,SKU004,10,167.2,20.0,0,1672.0
ORD100620,2024-01-21,North,Chandigarh,Modern Trade,DIST-NO-2,SKU014,3,209.0,0.0,0,627.0
ORD122530,2025-12-12,South,Hyderabad,General Trade,DIST-SO-3,SKU002,6,109.0,0.0,0,654.0
ORD118554,2025-08-27,North,Delhi,General Trade,DIST-NO-1,SKU021,5,349.0,0.0,0,1745.0
ORD102661,2024-04-02,North,Lucknow,General Trade,DIST-NO-2,SKU004,3,167.2,20.0,0,501.6
ORD111441,2025-01-09,South,Chennai,General Trade,DIST-SO-3,SKU008,3,119.0,0.0,0,357.0
ORD101407,2024-02-19,South,Chennai,Pharmacy,DIST-SO-3,SKU012,2,127.88,8.0,0,255.76
ORD105511,2024-06-30,East,Kolkata,General Trade,DIST-EA-2,SKU011,4,119.0,0.0,0,476.0
ORD119494,2025-09-28,East,Bhubaneswar,E-commerce,DIST-EA-3,SKU012,1,127.88,8.0,0,127.88
ORD100852,2024-01-30,East,Kolkata,Modern Trade,DIST-EA-3,SKU002,4,109.0,0.0,0,436.0
ORD112458,2025-02-12,West,Ahmedabad,E-commerce,DIST-WE-2,SKU010,2,169.0,0.0,0,338.0
ORD113422,2025-03-17,East,Kolkata,General Trade,DIST-EA-2,SKU004,5,177.65,15.0,0,888.25
ORD114732,2025-04-27,North,Lucknow,Modern Trade,DIST-NO-2,SKU005,2,91.08,8.0,0,182.16
ORD116431,2025-06-13,North,Lucknow,Modern Trade,DIST-NO-1,SKU017,1,1259.0,0.0,0,1259.0
ORD108403,2024-10-18,North,Delhi,General Trade,DIST-NO-1,SKU012,1,139.0,0.0,0,139.0
ORD122463,2025-12-10,West,Pune,E-commerce,DIST-WE-2,SKU001,2,109.48,8.0,0,218.96
ORD116855,2025-06-25,South,Bengaluru,General Trade,DIST-SO-2,SKU010,1,160.55,5.0,0,160.55
ORD100557,2024-01-19,Central,Bhopal,General Trade,DIST-CE-1,SKU015,1,149.0,0.0,0,149.0
ORD104712,2024-06-07,East,Bhubaneswar,General Trade,DIST-EA-1,SKU014,1,209.0,0.0,0,209.0
ORD115499,2025-05-19,North,Delhi,Modern Trade,DIST-NO-2,SKU012,6,118.15,15.0,0,708.9
ORD108919,2024-11-01,South,Bengaluru,Modern Trade,DIST-SO-3,SKU002,2,109.0,0.0,0,218.0
ORD110466,2024-12-12,North,Chandigarh,Modern Trade,DIST-NO-2,SKU020,1,279.0,0.0,0,279.0
ORD110325,2024-12-09,East,Kolkata,Modern Trade,DIST-EA-3,SKU010,6,152.1,10.0,0,912.6
ORD118253,2025-08-15,Central,Nagpur,Modern Trade,DIST-CE-3,SKU008,1,109.48,8.0,0,109.48
ORD117984,2025-08-05,Central,Bhopal,General Trade,DIST-CE-2,SKU021,1,349.0,0.0,0,349.0
ORD105715,2024-07-08,South,Chennai,General Trade,DIST-SO-3,SKU004,5,209.0,0.0,0,1045.0
ORD103859,2024-05-11,West,Pune,Modern Trade,DIST-WE-2,SKU019,5,179.55,5.0,0,897.75
ORD112942,2025-02-28,West,Mumbai,Modern Trade,DIST-WE-3,SKU003,2,197.1,10.0,0,394.2
ORD107175,2024-09-07,North,Lucknow,General Trade,DIST-NO-1,SKU022,2,479.0,0.0,0,958.0
ORD116341,2025-06-11,East,Patna,General Trade,DIST-EA-3,SKU010,2,160.55,5.0,0,321.1
ORD103001,2024-04-13,South,Hyderabad,General Trade,DIST-SO-1,SKU016,3,597.08,8.0,0,1791.24
ORD119608,2025-10-02,West,Mumbai,Modern Trade,DIST-WE-3,SKU003,3,197.1,10.0,0,591.3
ORD110533,2024-12-14,South,Bengaluru,E-commerce,DIST-SO-1,SKU020,1,251.1,10.0,0,251.1
ORD108646,2024-10-25,North,Lucknow,Pharmacy,DIST-NO-1,SKU020,5,265.05,5.0,0,1325.25
ORD111984,2025-01-28,North,Lucknow,General Trade,DIST-NO-3,SKU015,1,149.0,0.0,0,149.0
ORD107997,2024-10-07,North,Lucknow,Modern Trade,DIST-NO-3,SKU009,2,99.0,0.0,0,198.0
ORD113001,2025-03-02,East,Kolkata,General Trade,DIST-EA-3,SKU016,2,616.55,5.0,0,1233.1
ORD116154,2025-06-06,South,Bengaluru,Modern Trade,DIST-SO-2,SKU010,1,135.2,20.0,0,135.2
ORD103170,2024-04-19,West,Pune,General Trade,DIST-WE-3,SKU022,6,440.68,8.0,0,2644.08
ORD107261,2024-09-10,Central,Bhopal,General Trade,DIST-CE-1,SKU012,10,139.0,0.0,0,1390.0
ORD107748,2024-09-28,South,Bengaluru,General Trade,DIST-SO-3,SKU009,4,99.0,0.0,0,396.0
ORD110624,2024-12-16,West,Mumbai,Modern Trade,DIST-WE-2,SKU006,4,49.0,0.0,0,196.0
ORD114310,2025-04-14,West,Mumbai,Modern Trade,DIST-WE-2,SKU008,4,119.0,0.0,0,476.0
ORD114403,2025-04-17,North,Delhi,General Trade,DIST-NO-3,SKU017,6,1133.1,10.0,0,6798.6
ORD104571,2024-06-02,North,Delhi,General Trade,DIST-NO-2,SKU016,10,649.0,0.0,0,6490.0
